Date;Time;No.;PAR;F1;F2;F3;F4;Fm'1;Fm'2;Fm'3;Fm'4;Y(II)1;Y(II)2;Y(II)3;Y(II)4;
23.06.17;19:59:09;1;0;0.1603;0.2000;0.2260;0.1441;0.3510;0.3559;0.4377;0.1917;0.543;0.438;0.484;0.248;
