Date;Time;No.;PAR;F1;F2;F3;F4;Fm'1;Fm'2;Fm'3;Fm'4;Y(II)1;Y(II)2;Y(II)3;Y(II)4;
23.06.17;20:06:23;1;0;0.2005;0.1873;0.1892;0.1520;0.3167;0.2534;0.3118;0.2740;0.367;0.261;0.393;0.445;
