Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;
23.06.17;20:26:39;1;0;0.1564;0.1324;0.1672;0.1750;0.1338;0.1877;0.1480;0.2284;0.2912;0.2201;0.3333;0.3417;0.2510;0.3505;0.2819;0.3632;0.463;0.399;0.499;0.488;0.467;0.464;0.475;0.371;
