Date;Time;No.;PAR;F1;F2;F3;F4;F5;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;
23.06.17;20:04:20;1;0;0.2069;0.1941;0.1480;0.1343;0.1407;0.2931;0.3667;0.2534;0.3172;0.2882;0.294;0.471;0.416;0.577;0.512;
