Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;
12.06.17;20:07:59;1;0;0.2216;0.2113;0.1824;0.1578;0.1760;0.1510;0.1475;0.1397;0.2049;0.5029;0.4544;0.4152;0.3985;0.3931;0.3814;0.3701;0.3500;0.4289;0.559;0.535;0.561;0.604;0.552;0.604;0.601;0.601;0.522;
