Picture,FragID,Genotype,file,AOI,Tank
1,1733E,1733,1 1733_1748,1,T1
1,1748M,1748,1 1733_1748,2,T1
1,1726M,1726,1 1733_1748,3,T1
1,1741L,1741,1 1733_1748,4,T1
1,1728I,1728,1 1733_1748,5,T1
1,1758B,1758,1 1733_1748,6,T1
1,1747O,1747,1 1733_1748,7,T1
1,1731A,1731,1 1733_1748,8,T1
2,1737A,1737,2 1737_1753,1,T1
2,1753N,1753,2 1737_1753,2,T1
2,1727I,1727,2 1737_1753,3,T1
2,1739C,1739,2 1737_1753,4,T1
2,1727O,1727,2 1737_1753,5,T1
2,1736E,1736,2 1737_1753,6,T1
2,1745F,1745,2 1737_1753,7,T1
2,1725B,1725,2 1737_1753,8,T1
2,1752J,1752,2 1737_1753,9,T1
3,1745I,1745,3 1745_1735,1,T1
3,1735B,1735,3 1745_1735,2,T1
3,1729M,1729,3 1745_1735,3,T1
3,1753G,1753,3 1745_1735,4,T1
3,1735G,1735,3 1745_1735,5,T1
3,1723O,1723,3 1745_1735,6,T1
3,1735D,1735,3 1745_1735,7,T1
3,1759H,1759,3 1745_1735,8,T1
4,1759L,1759,4 1759_1737,1,T1
4,1737M,1737,4 1759_1737,2,T1
4,1737K,1737,4 1759_1737,3,T1
4,1748K,1748,4 1759_1737,4,T1
4,1731G,1731,4 1759_1737,5,T1
4,1757E,1757,4 1759_1737,6,T1
4,1722I,1722,4 1759_1737,7,T1
5,1750H,1750,5 1750_1727,1,T1
5,1727N,1727,5 1750_1727,2,T1
5,1722C,1722,5 1750_1727,3,T1
5,1722D,1722,5 1750_1727,4,T1
6,1723E,1723,6 1723_1753,1,T2
6,1753F,1753,6 1723_1753,2,T2
6,1751A,1751,6 1723_1753,3,T2
6,1759I,1759,6 1723_1753,4,T2
6,1745D,1745,6 1723_1753,5,T2
6,1759G,1759,6 1723_1753,6,T2
6,1758D,1758,6 1723_1753,7,T2
6,1753C,1753,6 1723_1753,8,T2
6,1751J,1751,6 1723_1753,9,T2
6,1727C,1727,6 1723_1753,10,T2
7,1747B,1747,7 1747_1759,1,T2
7,1759K,1759,7 1747_1759,2,T2
7,1729O,1729,7 1747_1759,3,T2
7,1748H,1748,7 1747_1759,4,T2
8,1743G,1743,8 1743_1752,1,T2
8,1752D,1752,8 1743_1752,2,T2
8,1737C,1737,8 1743_1752,3,T2
8,1747D,1747,8 1743_1752,4,T2
8,1728D,1728,8 1743_1752,5,T2
8,1757F,1757,8 1743_1752,6,T2
8,1728B,1728,8 1743_1752,7,T2
9,1725G,1725,9 1725_1736,1,T2
9,1736N,1736,9 1725_1736,2,T2
9,1739D,1739,9 1725_1736,3,T2
9,1743L,1743,9 1725_1736,4,T2
9,1737O,1737,9 1725_1736,5,T2
10,1748C,1748,10 1748_1726,1,T2
10,1726E,1726,10 1748_1726,2,T2
10,1735H,1735,10 1748_1726,3,T2
10,1741H,1741,10 1748_1726,4,T2
10,1733A,1733,10 1748_1726,5,T2
11,1727M,1727,11 1727_1727,1,T2
11,1727H,1727,11 1727_1727,2,T2
11,1722L,1722,11 1727_1727,3,T2
12,1737N,1737,12 1737_1745,1,T3
12,1745H,1745,12 1737_1745,2,T3
12,1753L,1753,12 1737_1745,3,T3
12,1735A,1735,12 1737_1745,4,T3
12,1745K,1745,12 1737_1745,5,T3
12,1753J,1753,12 1737_1745,6,T3
12,1747F,1747,12 1737_1745,7,T3
13,1743O,1743,13 1743_1737,1,T3
13,1737L,1737,13 1743_1737,2,T3
13,1731E,1731,13 1743_1737,3,T3
13,1728E,1728,13 1743_1737,4,T3
13,1737I,1737,13 1743_1737,5,T3
13,1757A,1757,13 1743_1737,6,T3
13,1728L,1728,13 1743_1737,7,T3
13,1739L,1739,13 1743_1737,8,T3
13,1722M,1722,13 1743_1737,9,T3
14,1759O,1759,14 1759_1736,1,T3
14,1736O,1736,14 1759_1736,2,T3
14,1728O,1728,14 1759_1736,3,T3
14,1757B,1757,14 1759_1736,4,T3
14,1753O,1753,14 1759_1736,5,T3
14,1729K,1729,14 1759_1736,6,T3
15,1727D,1727,15 1727_1727_2,1,T3
15,1727J,1727,15 1727_1727_2,2,T3
16,1733H,1733,16 1733_1735,1,T3
16,1735I,1735,16 1733_1735,2,T3
16,1735F,1735,16 1733_1735,3,T3
17,1722O,1722,17 1722_1722,1,T3
17,1722K,1722,17 1722_1722,2,T3
18,1758L,1758,18 1758_1750,1,T3
18,1750L,1750,18 1758_1750,2,T3
18,1752A,1752,18 1758_1750,3,T3
18,1747J,1747,18 1758_1750,4,T3
18,1748G,1748,18 1758_1750,5,T3
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
