Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;
22.05.17;19:32:39;1;0;0.1931;0.1985;0.1539;0.1789;0.2250;0.1740;0.4539;0.4662;0.3613;0.4196;0.4995;0.4167;0.575;0.574;0.574;0.574;0.550;0.582;
