Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;
22.05.17;21:38:42;1;0;0.1475;0.1931;0.1608;0.1480;0.1544;0.1711;0.1657;0.1789;0.3858;0.4520;0.3877;0.3544;0.3833;0.4240;0.4230;0.3926;0.618;0.573;0.585;0.582;0.597;0.597;0.608;0.544;
