Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;
22.05.17;21:26:00;1;0;0.1627;0.1681;0.1333;0.1319;0.1760;0.1510;0.1892;0.1789;0.4127;0.4191;0.3333;0.3279;0.4338;0.3735;0.4373;0.4235;0.606;0.599;0.600;0.598;0.594;0.596;0.567;0.578;
