Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;
22.05.17;21:02:54;1;0;0.1721;0.1676;0.1691;0.1574;0.1598;0.1426;0.1716;0.1647;0.1544;0.4407;0.4397;0.4299;0.3966;0.3789;0.3672;0.4074;0.4235;0.3838;0.610;0.619;0.607;0.603;0.578;0.611;0.579;0.611;0.598;
