Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;
22.05.17;21:15:25;1;0;0.1784;0.1946;0.2044;0.1956;0.2225;0.2142;0.2049;0.2186;0.1637;0.4157;0.5000;0.5284;0.5000;0.5775;0.5407;0.5147;0.5446;0.4216;0.571;0.611;0.613;0.609;0.615;0.604;0.602;0.599;0.612;
