Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;
22.05.17;20:52:23;1;0;0.2005;0.1770;0.1868;0.1471;0.1735;0.1848;0.1598;0.4755;0.4397;0.4779;0.3745;0.4343;0.4544;0.3838;0.578;0.598;0.609;0.607;0.600;0.593;0.584;
