Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;
22.05.17;21:40:57;1;0;0.1662;0.1642;0.1735;0.1333;0.1515;0.1466;0.1578;0.1907;0.4225;0.3912;0.4240;0.3451;0.3804;0.3799;0.4083;0.4275;0.607;0.580;0.591;0.614;0.602;0.614;0.613;0.554;
