Date;Time;No.;PAR;F1;F2;F3;F4;F5;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;
22.05.17;21:00:03;1;0;0.1578;0.1721;0.1667;0.1985;0.2074;0.3647;0.4289;0.4304;0.4657;0.4525;0.567;0.599;0.613;0.574;0.542;
