Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;
22.05.17;19:42:42;1;0;0.2034;0.1975;0.1902;0.1627;0.1931;0.1760;0.1451;0.4525;0.4632;0.4534;0.3598;0.4373;0.4314;0.3544;0.550;0.574;0.581;0.548;0.558;0.592;0.591;
