Date;Time;No.;PAR;F1;F2;F3;F4;F5;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;
22.05.17;19:40:22;1;0;0.1564;0.2191;0.1417;0.2230;0.1681;0.3966;0.5461;0.2676;0.5451;0.4309;0.606;0.599;0.471;0.591;0.610;
