Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;
22.05.17;20:09:44;1;0;0.2083;0.1892;0.1745;0.1471;0.1868;0.1824;0.2167;0.1672;0.4672;0.4054;0.4083;0.3324;0.4157;0.4020;0.4637;0.3515;0.554;0.533;0.573;0.558;0.551;0.546;0.533;0.524;
