Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;
22.05.17;21:34:08;1;0;0.1946;0.1897;0.1485;0.1936;0.1853;0.1961;0.1436;0.4603;0.4515;0.3515;0.4559;0.4363;0.4593;0.3436;0.577;0.580;0.577;0.575;0.575;0.573;0.582;
