Date;Time;No.;PAR;F1;F2;F3;Fm'1;Fm'2;Fm'3;Y(II)1;Y(II)2;Y(II)3;
19.06.17;20:00:57;1;0;0.2113;0.1333;0.1603;0.4275;0.3093;0.3373;0.506;0.569;0.525;
