Date;Time;No.;PAR;F1;F2;F3;F4;F5;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;
22.05.17;19:51:47;1;0;0.1784;0.1863;0.1740;0.1863;0.1544;0.4279;0.4471;0.4172;0.4588;0.3740;0.583;0.583;0.583;0.594;0.587;
