Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;
22.05.17;20:20:16;1;0;0.1809;0.2191;0.1985;0.1765;0.1608;0.2069;0.1877;0.1892;0.1598;0.4142;0.4917;0.4500;0.4417;0.3980;0.4961;0.4608;0.4623;0.3892;0.563;0.554;0.559;0.600;0.596;0.583;0.593;0.591;0.589;
