Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;
22.05.17;20:12:49;1;0;0.1936;0.1696;0.1618;0.1422;0.1593;0.1578;0.4064;0.3721;0.3701;0.3230;0.3632;0.3451;0.524;0.544;0.563;0.560;0.561;0.543;
