Date;Time;No.;PAR;F1;F2;F3;F4;F5;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;
22.05.17;21:36:05;1;0;0.2250;0.2083;0.2235;0.1676;0.1373;0.4882;0.4407;0.4838;0.4162;0.3260;0.539;0.527;0.538;0.597;0.579;
