Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;
22.05.17;19:59:32;1;0;0.1907;0.1897;0.2132;0.1804;0.2010;0.1936;0.1632;0.0417;0.4324;0.4265;0.4760;0.4029;0.4554;0.4515;0.3716;0.0647;0.559;0.555;0.552;0.552;0.559;0.571;0.561;0.356;
