Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;
22.05.17;19:50:15;1;0;0.1951;0.1926;0.2088;0.1461;0.1922;0.2078;0.1662;0.4745;0.4387;0.4882;0.3466;0.4652;0.4676;0.4049;0.589;0.561;0.572;0.579;0.587;0.556;0.590;
