Date;Time;No.;PAR;F1;F2;F3;F4;Fm'1;Fm'2;Fm'3;Fm'4;Y(II)1;Y(II)2;Y(II)3;Y(II)4;
28.06.17;19:23:11;1;0;0.2211;0.2069;0.2216;0.1338;0.2642;0.2681;0.2647;0.1613;0.163;0.229;0.163;0.170;
