Date;Time;No.;PAR;F1;F2;F3;Fm'1;Fm'2;Fm'3;Y(II)1;Y(II)2;Y(II)3;
28.06.17;20:02:43;1;0;0.2162;0.1613;0.1363;0.3353;0.3147;0.2245;0.355;0.488;0.393;
