Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;
28.06.17;19:47:47;1;0;0.1480;0.1892;0.1618;0.2142;0.1397;0.1564;0.1387;0.1961;0.2471;0.1971;0.3760;0.1961;0.1926;0.1794;0.245;0.234;0.179;0.430;0.287;0.188;0.227;
