Date;Time;No.;PAR;F1;F2;F3;F4;F5;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;
28.06.17;20:10:13;1;0;0.2250;0.1515;0.1529;0.1456;0.1294;0.2490;0.1647;0.1662;0.1716;0.1510;0.096;0.080;0.080;0.151;0.143;
