Date;Time;No.;PAR;F1;F2;F3;Fm'1;Fm'2;Fm'3;Y(II)1;Y(II)2;Y(II)3;
28.06.17;19:44:28;1;0;0.1441;0.1711;0.1441;0.1652;0.1985;0.1647;0.128;0.138;0.125;
