Date;Time;No.;PAR;F1;F2;F3;F4;Fm'1;Fm'2;Fm'3;Fm'4;Y(II)1;Y(II)2;Y(II)3;Y(II)4;
28.06.17;19:34:00;1;0;0.1343;0.1980;0.1652;0.1789;0.1574;0.3044;0.2485;0.2446;0.146;0.349;0.335;0.269;
