Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;
28.06.17;19:55:00;1;0;0.1907;0.2044;0.1814;0.1436;0.1794;0.2196;0.2691;0.2456;0.2054;0.1510;0.2181;0.3623;0.291;0.168;0.117;0.049;0.178;0.394;
