Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;
28.06.17;19:21:23;1;0;0.2216;0.2181;0.1510;0.2216;0.1819;0.1755;0.1583;0.3711;0.3211;0.2132;0.3343;0.2005;0.2088;0.2049;0.403;0.321;0.292;0.337;0.093;0.160;0.227;
