Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;
29.05.17;20:05:08;1;0;0.1534;0.1760;0.1824;0.2088;0.1363;0.1676;0.1436;0.1608;0.3667;0.4392;0.4417;0.4657;0.3544;0.4064;0.3583;0.3882;0.582;0.599;0.587;0.552;0.615;0.587;0.599;0.586;
