Date;Time;No.;PAR;F1;F2;F3;F4;Fm'1;Fm'2;Fm'3;Fm'4;Y(II)1;Y(II)2;Y(II)3;Y(II)4;
29.05.17;19:36:02;1;0;0.2069;0.1819;0.1824;0.1936;0.4868;0.4691;0.4672;0.4770;0.575;0.612;0.610;0.594;
