Date;Time;No.;PAR;F1;F2;F3;F4;Fm'1;Fm'2;Fm'3;Fm'4;Y(II)1;Y(II)2;Y(II)3;Y(II)4;
29.05.17;20:14:05;1;0;0.1525;0.2083;0.1510;0.1662;0.3735;0.4451;0.3858;0.4044;0.592;0.532;0.609;0.589;
