Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;
29.05.17;20:41:52;1;0;0.2108;0.1833;0.1544;0.1608;0.1779;0.1544;0.1569;0.4598;0.4299;0.3907;0.4093;0.4490;0.4093;0.3789;0.542;0.574;0.605;0.607;0.604;0.623;0.586;
