Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;
29.05.17;19:56:25;1;0;0.1799;0.1647;0.1667;0.1549;0.1667;0.1838;0.1593;0.4574;0.4294;0.4328;0.4049;0.4103;0.4162;0.3848;0.607;0.616;0.615;0.617;0.594;0.558;0.586;
