Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;
29.05.17;19:31:49;3;0;0.1892;0.1902;0.1917;0.1750;0.1549;0.1980;0.1701;0.1716;0.1627;0.4275;0.4637;0.4485;0.4402;0.4034;0.4451;0.4436;0.4147;0.4123;0.557;0.590;0.573;0.602;0.616;0.555;0.617;0.586;0.605;
