Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;
29.05.17;20:09:42;1;0;0.1804;0.1578;0.1436;0.1652;0.2029;0.1725;0.4475;0.3721;0.3828;0.4078;0.4735;0.3912;0.597;0.576;0.625;0.595;0.571;0.559;
