  
Date	Temp	pH	pH2	Amp_3	Amp_4	Amp_5	pHx6	Tmpx6	pHx7	Tmpx7	pHx8	Tmpx8	pHx9	Tmpx9	pHx10	Tmpx10	pHx11	Tmpx11	pHx12	Tmpx12	pHx13	Tmpx13	pHx14	Tmpx14	pHx15	Tmpx15	pHx16	Tmpx16	pHx17	Tmpx17	pHx19	Tmpx19	pHx20	Tmpx20	pHx21	Tmpx21
13:20 05/16/2017	-6.2	2.60	5.99	0.8	2.2	3.7	3.92	25.1	8.00	26.8	5.44	25.6	3.85	26.7	6.35	26.6	2.16	26.9	5.31	26.6	6.51	30.3	5.18	46.7	2.15	26.7	6.47	26.3	6.11	26.5	5.47	26.6	6.22	26.5	6.68	26.4
13:30 05/16/2017	-6.2	2.60	5.99	0.8	1.8	3.9	3.92	25.1	8.00	26.8	5.44	25.3	3.85	26.7	6.35	26.6	2.16	26.9	5.31	26.7	6.50	30.4	5.18	46.9	2.15	26.7	6.47	26.2	6.11	26.4	5.47	26.6	6.22	26.6	6.68	26.3
13:40 05/16/2017	-6.2	2.60	5.99	0.7	1.6	3.8	3.92	24.9	8.00	26.8	5.44	25.3	3.85	26.7	6.35	26.7	2.16	26.9	5.31	26.7	6.50	30.4	5.18	46.8	2.15	26.7	6.47	26.2	6.11	26.3	5.47	26.6	6.22	26.6	6.68	26.3
13:50 05/16/2017	-6.2	2.60	5.99	0.9	1.9	3.6	3.92	23.9	8.00	26.8	5.44	25.2	3.85	26.7	6.35	26.7	2.16	26.9	5.31	26.7	6.50	30.5	5.18	46.7	2.15	26.8	6.47	26.2	6.11	26.3	5.47	26.6	6.22	26.6	6.68	26.2
14:00 05/16/2017	-6.2	2.60	6.00	0.6	1.8	3.6	3.92	23.2	7.99	26.8	5.45	24.8	3.85	26.8	6.35	26.7	2.16	27.0	5.31	26.7	6.50	30.5	5.18	46.7	2.15	27.0	6.47	26.1	6.11	26.3	5.47	26.6	6.22	26.6	6.68	26.2
14:10 05/16/2017	-6.2	2.60	6.00	0.9	1.8	4.2	3.92	23.0	7.99	26.9	5.45	24.6	3.85	26.7	6.36	26.7	2.16	27.0	5.31	26.8	6.50	30.5	5.18	46.4	2.15	27.0	6.47	26.1	6.11	26.2	5.47	26.5	6.22	26.6	6.69	26.1
14:20 05/16/2017	-6.2	2.60	6.00	0.8	2.5	4.1	3.91	23.0	7.99	26.9	5.46	24.6	3.85	26.7	6.36	26.7	2.16	27.0	5.31	26.8	6.50	30.5	5.18	46.6	2.15	27.0	6.47	26.1	6.11	26.2	5.47	26.5	6.22	26.6	6.69	26.1
14:30 05/16/2017	-6.2	2.60	6.00	0.9	2.5	4.1	3.91	23.1	7.99	26.9	5.46	24.5	3.85	26.8	6.36	26.7	2.16	27.0	5.31	26.8	6.51	30.6	5.19	46.6	2.15	27.1	6.47	26.1	6.11	26.2	5.47	26.5	6.22	26.6	6.69	26.2
14:40 05/16/2017	-6.2	2.60	6.00	0.9	1.6	3.0	3.91	23.1	7.99	26.9	5.46	24.5	3.85	26.8	6.36	26.7	2.16	27.0	5.31	26.8	6.51	30.6	5.19	46.5	2.15	27.1	6.47	26.0	6.11	26.1	5.47	26.5	6.22	26.6	6.69	26.1
14:50 05/16/2017	-6.2	2.60	6.00	0.9	1.9	4.2	3.91	23.5	7.99	27.0	5.46	24.6	3.85	26.8	6.36	26.7	2.16	27.1	5.31	26.8	6.51	30.6	5.19	46.3	2.15	27.1	6.47	26.0	6.11	26.1	5.47	26.4	6.22	26.6	6.69	26.1
15:00 05/16/2017	-6.2	2.60	6.00	0.8	1.8	3.7	3.91	23.8	7.99	27.0	5.47	24.7	3.85	26.8	6.36	26.7	2.16	27.1	5.31	26.9	6.51	30.6	5.19	46.4	2.15	27.2	6.47	26.0	6.11	26.1	5.47	26.4	6.22	26.5	6.69	26.1
15:10 05/16/2017	-6.2	2.60	6.00	0.9	1.5	4.2	3.91	24.1	8.00	27.0	5.47	24.8	3.85	26.9	6.36	26.8	2.16	27.2	5.31	26.8	6.51	30.5	5.19	46.6	2.15	26.8	6.47	25.9	6.11	26.1	5.47	26.3	6.22	26.4	6.69	26.3
15:20 05/16/2017	-6.2	2.60	6.01	0.7	1.8	4.2	3.91	24.3	8.00	27.1	5.47	24.8	3.85	26.7	6.36	26.7	2.16	27.1	5.31	26.7	6.51	30.3	5.19	46.5	2.15	26.5	6.48	25.9	6.11	26.0	5.47	26.3	6.22	26.4	6.69	26.3
15:30 05/16/2017	-6.2	2.60	6.01	0.9	2.6	3.5	3.91	24.3	8.00	27.1	5.47	24.8	3.85	26.4	6.36	26.3	2.16	27.0	5.31	26.5	6.51	30.2	5.20	46.3	2.15	26.3	6.48	26.1	6.11	26.4	5.47	26.5	6.22	26.4	6.69	26.3
15:40 05/16/2017	-6.2	2.60	6.01	0.7	2.5	3.5	3.91	24.3	8.00	27.0	5.47	24.4	3.85	26.6	6.36	26.3	2.16	27.1	5.31	26.2	6.51	30.3	5.20	46.4	2.15	26.5	6.48	26.3	6.11	26.8	5.47	26.6	6.22	26.5	6.69	26.4
15:50 05/16/2017	-6.2	2.60	6.01	0.9	2.4	3.9	3.91	24.2	8.00	27.1	5.47	24.3	3.85	26.7	6.37	26.3	2.16	27.1	5.31	26.0	6.51	30.3	5.20	46.3	2.15	26.6	6.48	26.5	6.12	27.2	5.47	26.8	6.22	26.5	6.69	26.3
16:00 05/16/2017	-6.2	2.60	6.01	0.9	2.4	4.0	3.91	24.2	8.00	27.1	5.48	24.3	3.85	26.7	6.37	26.4	2.16	27.1	5.32	26.1	6.51	30.4	5.20	46.3	2.15	26.7	6.48	26.6	6.12	27.2	5.47	26.9	6.22	26.6	6.69	26.3
16:10 05/16/2017	-6.2	2.60	6.01	0.8	2.3	3.7	3.91	24.1	8.00	27.0	5.48	24.2	3.85	26.7	6.37	26.4	2.16	27.1	5.32	26.3	6.51	30.5	5.20	46.2	2.15	26.8	6.48	26.6	6.12	27.1	5.47	26.8	6.22	26.5	6.69	26.1
16:20 05/16/2017	-6.2	2.60	6.01	0.8	2.2	3.2	3.91	23.8	8.00	27.0	5.48	24.1	3.85	26.7	6.37	26.4	2.16	27.1	5.32	26.3	6.51	30.5	5.21	46.2	2.15	26.9	6.48	26.4	6.12	26.8	5.47	26.8	6.22	26.5	6.69	26.0
16:30 05/16/2017	-6.2	2.60	6.01	0.9	2.4	4.2	3.91	23.7	7.99	26.9	5.50	24.0	3.86	26.6	6.38	26.4	2.16	27.0	5.32	26.4	6.52	30.5	5.21	46.1	2.15	26.9	6.48	26.3	6.12	26.7	5.47	26.7	6.22	26.4	6.69	25.9
16:40 05/16/2017	-6.2	2.60	6.01	0.9	2.3	4.2	3.91	23.6	7.99	26.9	5.50	23.8	3.86	26.6	6.38	26.3	2.16	27.0	5.33	26.5	6.52	30.5	5.21	46.3	2.15	26.9	6.49	26.2	6.13	26.6	5.47	26.6	6.22	26.4	6.69	25.8
16:50 05/16/2017	-6.2	2.60	6.01	0.8	2.6	3.3	3.91	23.5	7.99	26.8	5.50	23.7	3.86	26.6	6.38	26.3	2.16	27.0	5.33	26.5	6.52	30.5	5.21	46.3	2.15	26.9	6.49	26.2	6.13	26.4	5.47	26.5	6.23	26.3	6.70	25.8
17:00 05/16/2017	-6.2	2.60	6.01	0.9	2.3	4.1	3.91	23.5	7.99	26.8	5.51	23.7	3.87	26.6	6.38	26.3	2.16	27.0	5.33	26.5	6.52	30.5	5.22	46.5	2.15	27.0	6.49	26.1	6.13	26.3	5.48	26.5	6.23	26.3	6.70	25.7
17:10 05/16/2017	-6.2	2.60	6.01	1.0	2.5	3.8	3.91	23.4	7.99	26.8	5.51	23.6	3.87	26.6	6.38	26.3	2.16	27.0	5.33	26.5	6.52	30.5	5.22	46.6	2.15	27.0	6.49	26.0	6.13	26.2	5.48	26.3	6.23	26.2	6.70	25.7
17:20 05/16/2017	-6.2	2.60	6.01	0.9	2.6	3.8	3.91	23.3	7.99	26.7	5.51	23.7	3.87	26.5	6.38	26.3	2.16	27.0	5.33	26.5	6.53	30.5	5.22	46.4	2.15	27.0	6.49	26.0	6.13	26.1	5.48	26.3	6.23	26.2	6.70	25.7
17:30 05/16/2017	-6.2	2.60	6.01	0.9	2.5	4.2	3.92	23.3	7.99	26.7	5.51	23.6	3.87	26.5	6.38	26.2	2.16	27.0	5.33	26.6	6.53	30.5	5.22	46.3	2.15	27.0	6.49	25.8	6.13	26.0	5.48	26.2	6.23	26.2	6.70	25.7
17:40 05/16/2017	-6.2	2.60	6.01	0.7	2.3	4.1	3.92	23.2	7.99	26.7	5.52	23.6	3.87	26.5	6.38	26.2	2.16	27.0	5.33	26.6	6.53	30.5	5.23	46.6	2.15	27.0	6.50	25.8	6.14	26.2	5.48	26.2	6.23	26.1	6.70	25.6
17:50 05/16/2017	-6.2	2.60	6.01	0.9	2.5	3.6	3.92	23.2	7.99	26.7	5.52	23.6	3.87	26.5	6.38	26.2	2.16	27.0	5.33	26.6	6.53	30.5	5.23	46.5	2.15	27.0	6.50	26.0	6.14	26.6	5.48	26.3	6.23	26.1	6.70	25.6
18:00 05/16/2017	-6.2	2.60	6.01	0.9	2.5	4.2	3.92	23.2	7.99	26.7	5.52	23.5	3.87	26.5	6.39	26.2	2.16	27.0	5.33	26.6	6.53	30.5	5.23	46.3	2.15	27.0	6.50	26.2	6.14	26.9	5.48	26.5	6.23	26.1	6.71	25.6
18:10 05/16/2017	-6.2	2.60	6.01	1.0	2.5	3.1	3.92	23.2	7.99	26.7	5.52	23.5	3.87	26.5	6.39	26.2	2.16	27.0	5.34	26.6	6.53	30.6	5.23	46.7	2.15	27.0	6.50	26.4	6.14	27.2	5.48	26.6	6.23	26.1	6.71	25.6
18:20 05/16/2017	-6.2	2.60	6.01	0.9	2.1	3.9	3.92	23.2	7.99	26.7	5.52	23.5	3.87	26.5	6.39	26.2	2.16	27.0	5.34	26.6	6.53	30.6	5.23	46.7	2.15	27.0	6.50	26.5	6.14	27.3	5.48	26.7	6.22	26.0	6.71	25.6
18:30 05/16/2017	-6.2	2.60	6.01	0.8	2.2	4.2	3.92	23.2	7.99	26.7	5.52	23.6	3.87	26.5	6.39	26.1	2.16	27.0	5.34	26.6	6.54	30.6	5.23	46.7	2.15	27.0	6.50	26.4	6.14	27.1	5.48	26.6	6.21	26.0	6.71	25.6
18:40 05/16/2017	-6.2	2.60	6.01	0.8	2.6	3.7	3.92	23.2	7.99	26.7	5.53	23.6	3.86	26.5	6.39	26.1	2.16	27.0	5.33	26.6	6.54	30.6	5.23	46.6	2.15	27.0	6.50	26.3	6.14	26.8	5.48	26.6	6.21	26.0	6.71	25.5
18:50 05/16/2017	-6.2	2.60	6.01	0.9	2.5	4.1	3.91	23.3	8.00	26.7	5.53	23.7	3.86	26.5	6.38	26.1	2.16	27.0	5.33	26.6	6.54	30.6	5.24	46.5	2.15	27.1	6.50	26.2	6.14	26.6	5.48	26.5	6.21	26.0	6.71	25.5
19:00 05/16/2017	-6.2	2.60	6.01	0.8	2.4	4.1	3.91	23.4	8.00	26.7	5.53	23.8	3.86	26.5	6.38	26.1	2.16	27.0	5.33	26.6	6.54	30.5	5.24	46.6	2.15	27.1	6.50	26.2	6.14	26.5	5.48	26.4	6.21	26.0	6.72	25.5
19:10 05/16/2017	-6.2	2.60	6.01	0.9	2.6	3.8	3.91	23.5	8.00	26.7	5.53	23.9	3.85	26.5	6.38	26.1	2.16	27.0	5.33	26.6	6.54	30.5	5.24	46.5	2.15	27.1	6.50	26.1	6.14	26.4	5.48	26.3	6.21	26.0	6.72	25.5
19:20 05/16/2017	-6.2	2.60	6.01	0.9	2.3	4.2	3.91	23.5	8.00	26.7	5.53	23.9	3.85	26.5	6.38	26.1	2.16	27.0	5.33	26.6	6.54	30.6	5.24	46.8	2.15	27.1	6.50	26.0	6.14	26.3	5.48	26.2	6.21	26.0	6.72	25.5
19:30 05/16/2017	-6.2	2.60	6.01	0.9	2.5	3.8	3.91	23.5	8.00	26.7	5.53	24.0	3.85	26.5	6.38	26.1	2.16	27.0	5.33	26.6	6.54	30.5	5.24	46.2	2.15	27.1	6.50	25.9	6.14	26.2	5.48	26.2	6.20	26.0	6.72	25.5
19:40 05/16/2017	-6.2	2.60	6.01	0.7	2.4	4.2	3.91	23.6	8.00	26.7	5.53	24.0	3.85	26.5	6.38	26.1	2.16	27.0	5.33	26.6	6.54	30.5	5.25	46.5	2.15	27.1	6.50	25.8	6.14	26.1	5.48	26.1	6.20	26.0	6.73	25.5
19:50 05/16/2017	-6.2	2.60	6.02	0.9	2.2	3.7	3.91	23.6	8.00	26.7	5.54	24.0	3.85	26.5	6.38	26.1	2.16	27.0	5.33	26.6	6.55	30.6	5.25	46.6	2.15	27.1	6.50	25.8	6.15	26.0	5.48	26.0	6.20	26.0	6.73	25.5
20:00 05/16/2017	-6.2	2.60	6.02	0.9	2.6	2.9	3.91	23.6	8.00	26.7	5.54	24.0	3.85	26.5	6.38	26.1	2.16	27.0	5.33	26.6	6.55	30.6	5.25	46.6	2.15	27.1	6.51	26.0	6.15	26.4	5.48	26.1	6.20	26.0	6.73	25.5
20:10 05/16/2017	-6.2	2.60	6.02	0.8	2.6	4.1	3.90	23.6	8.00	26.7	5.54	24.0	3.84	26.5	6.38	26.1	2.16	27.0	5.33	26.6	6.55	30.6	5.25	46.5	2.15	27.1	6.51	26.1	6.15	26.8	5.48	26.3	6.20	26.0	6.74	25.5
20:20 05/16/2017	-6.2	2.60	6.02	0.9	2.3	4.2	3.90	23.6	8.01	26.7	5.54	24.0	3.84	26.5	6.38	26.1	2.16	27.0	5.32	26.6	6.55	30.6	5.25	46.6	2.15	27.1	6.51	26.3	6.15	27.1	5.48	26.5	6.20	26.0	6.74	25.5
20:30 05/16/2017	-6.2	2.60	6.02	0.8	2.4	4.2	3.91	23.6	8.01	26.7	5.54	24.0	3.84	26.5	6.38	26.1	2.16	27.0	5.32	26.6	6.55	30.6	5.25	46.6	2.15	27.1	6.51	26.5	6.15	27.4	5.48	26.6	6.19	25.9	6.74	25.5
20:40 05/16/2017	-6.2	2.60	6.02	0.9	2.2	4.3	3.90	23.6	8.01	26.7	5.54	24.0	3.84	26.5	6.38	26.1	2.16	27.0	5.32	26.6	6.55	30.6	5.26	46.5	2.15	27.1	6.51	26.4	6.15	27.1	5.48	26.6	6.19	26.0	6.74	25.5
20:50 05/16/2017	-6.2	2.60	6.02	0.9	2.4	4.1	3.90	23.6	8.01	26.7	5.54	24.0	3.84	26.5	6.38	26.1	2.16	27.0	5.32	26.7	6.55	30.6	5.26	46.6	2.15	27.1	6.51	26.3	6.15	26.9	5.48	26.5	6.19	26.0	6.75	25.5
21:00 05/16/2017	-6.2	2.60	6.02	0.9	2.3	4.1	3.90	23.6	8.01	26.7	5.54	23.9	3.84	26.5	6.38	26.1	2.16	27.0	5.32	26.7	6.55	30.6	5.26	46.6	2.15	27.1	6.51	26.2	6.15	26.7	5.48	26.5	6.19	25.8	6.75	25.5
21:10 05/16/2017	-6.2	2.60	6.02	0.9	2.4	3.6	3.90	23.7	8.01	26.7	5.54	23.9	3.84	26.5	6.38	26.1	2.16	26.9	5.32	26.7	6.56	30.6	5.27	46.5	2.15	27.1	6.51	26.2	6.15	26.6	5.48	26.4	6.18	25.8	6.76	25.5
21:20 05/16/2017	-6.2	2.60	6.02	0.9	2.5	3.4	3.90	23.7	8.01	26.7	5.55	23.8	3.83	26.5	6.38	26.1	2.16	26.9	5.32	26.7	6.56	30.6	5.27	46.5	2.15	27.1	6.51	26.1	6.15	26.5	5.48	26.3	6.18	25.8	6.76	25.5
21:30 05/16/2017	-6.2	2.60	6.02	0.7	2.6	4.0	3.90	23.7	8.01	26.7	5.55	23.9	3.83	26.5	6.38	26.1	2.16	26.9	5.32	26.6	6.56	30.6	5.27	46.5	2.15	27.1	6.51	26.0	6.15	26.3	5.48	26.2	6.18	25.8	6.76	25.5
21:40 05/16/2017	-6.2	2.60	6.02	0.7	2.6	3.6	3.90	23.7	8.01	26.7	5.55	23.9	3.83	26.5	6.38	26.1	2.16	26.9	5.32	26.6	6.56	30.6	5.27	46.3	2.15	27.1	6.51	25.9	6.15	26.2	5.48	26.2	6.18	25.8	6.77	25.5
21:50 05/16/2017	-6.2	2.60	6.02	0.8	2.5	3.7	3.90	23.7	8.01	26.7	5.55	23.9	3.83	26.5	6.38	26.1	2.16	26.9	5.32	26.6	6.56	30.6	5.28	46.2	2.15	27.1	6.51	25.8	6.15	26.1	5.48	26.1	6.18	25.8	6.77	25.5
22:00 05/16/2017	-6.2	2.60	6.02	0.9	2.6	4.2	3.90	23.7	8.01	26.7	5.55	23.8	3.83	26.5	6.38	26.1	2.16	26.9	5.32	26.6	6.56	30.6	5.28	46.4	2.15	27.1	6.51	25.7	6.16	26.0	5.48	26.1	6.17	25.8	6.77	25.5
22:10 05/16/2017	-6.2	2.60	6.02	0.9	2.5	3.6	3.90	23.6	8.01	26.7	5.55	23.8	3.83	26.5	6.38	26.1	2.16	26.9	5.32	26.6	6.56	30.6	5.28	46.3	2.15	27.0	6.50	25.8	6.16	26.3	5.49	26.1	6.17	25.8	6.78	25.5
22:20 05/16/2017	-6.2	2.60	6.02	0.9	1.8	3.9	3.90	23.6	8.01	26.7	5.55	23.9	3.83	26.5	6.38	26.1	2.16	26.9	5.32	26.6	6.56	30.6	5.28	46.3	2.15	27.0	6.50	26.0	6.16	26.7	5.48	26.3	6.17	25.8	6.78	25.4
22:30 05/16/2017	-6.2	2.60	6.02	0.9	2.3	3.9	3.90	23.6	8.01	26.6	5.55	23.9	3.83	26.5	6.38	26.1	2.16	26.9	5.32	26.6	6.56	30.6	5.29	46.2	2.15	27.0	6.50	26.2	6.16	27.0	5.48	26.5	6.17	25.8	6.78	25.4
22:40 05/16/2017	-6.2	2.60	6.02	0.8	2.5	3.7	3.90	23.7	8.01	26.6	5.55	23.9	3.83	26.5	6.38	26.1	2.16	26.8	5.32	26.6	6.56	30.6	5.29	46.3	2.15	27.0	6.50	26.3	6.16	27.3	5.48	26.6	6.17	25.8	6.78	25.4
22:50 05/16/2017	-6.2	2.60	6.02	0.8	2.6	4.2	3.90	23.7	8.01	26.6	5.55	23.9	3.83	26.4	6.38	26.1	2.16	26.8	5.32	26.6	6.56	30.6	5.29	46.2	2.15	27.0	6.51	26.4	6.16	27.3	5.48	26.6	6.16	25.8	6.79	25.4
23:00 05/16/2017	-6.2	2.60	6.02	0.9	2.1	3.4	3.90	23.7	8.01	26.6	5.55	23.8	3.83	26.4	6.38	26.1	2.16	26.8	5.31	26.6	6.56	30.6	5.29	46.1	2.15	27.1	6.51	26.3	6.16	27.1	5.49	26.6	6.16	25.7	6.79	25.4
23:10 05/16/2017	-6.2	2.60	6.02	0.9	2.2	3.9	3.90	23.7	8.02	26.6	5.55	23.8	3.82	26.4	6.38	26.1	2.16	26.8	5.31	26.6	6.56	30.6	5.29	46.1	2.15	27.1	6.51	26.3	6.16	26.8	5.49	26.5	6.16	25.7	6.79	25.4
23:20 05/16/2017	-6.2	2.60	6.02	0.7	2.4	4.0	3.90	23.7	8.02	26.6	5.55	23.9	3.82	26.4	6.38	26.1	2.16	26.8	5.31	26.6	6.56	30.6	5.30	46.2	2.15	27.0	6.51	26.2	6.16	26.7	5.49	26.5	6.16	25.7	6.80	25.4
23:30 05/16/2017	-6.2	2.60	6.02	0.7	2.1	4.2	3.90	23.7	8.02	26.6	5.55	23.9	3.82	26.4	6.38	26.1	2.16	26.8	5.31	26.6	6.57	30.6	5.30	46.2	2.15	27.0	6.51	26.1	6.16	26.6	5.49	26.4	6.16	25.7	6.80	25.4
23:40 05/16/2017	-6.2	2.60	6.02	0.9	2.6	4.1	3.90	23.7	8.02	26.6	5.56	23.9	3.82	26.4	6.37	26.1	2.16	26.8	5.31	26.6	6.57	30.6	5.30	46.1	2.15	27.0	6.51	26.0	6.16	26.4	5.49	26.3	6.15	25.7	6.80	25.4
23:50 05/16/2017	-6.2	2.60	6.02	0.9	2.5	3.7	3.90	23.7	8.02	26.6	5.56	23.9	3.82	26.4	6.37	26.1	2.16	26.8	5.31	26.6	6.57	30.6	5.30	46.1	2.15	27.0	6.51	26.0	6.16	26.3	5.49	26.2	6.15	25.7	6.80	25.4
00:00 05/17/2017	-6.2	2.60	6.02	0.9	2.4	4.1	3.90	23.7	8.02	26.6	5.56	23.9	3.82	26.3	6.37	26.1	2.16	26.8	5.31	26.5	6.57	30.6	5.30	45.8	2.15	27.0	6.51	25.8	6.16	26.2	5.49	26.2	6.15	25.7	6.81	25.4
00:10 05/17/2017	-6.2	2.60	6.02	0.8	2.6	3.9	3.90	23.6	8.02	26.6	5.56	23.9	3.82	26.3	6.38	26.1	2.16	26.8	5.31	26.5	6.57	30.6	5.31	45.8	2.15	26.9	6.51	25.7	6.16	26.0	5.49	26.1	6.15	25.7	6.81	25.3
00:20 05/17/2017	-6.2	2.60	6.02	0.9	2.6	3.8	3.90	23.6	8.02	26.6	5.56	23.8	3.82	26.3	6.37	26.0	2.16	26.7	5.31	26.5	6.57	30.6	5.31	45.5	2.15	26.9	6.51	25.7	6.16	26.2	5.49	26.1	6.15	25.7	6.81	25.3
00:30 05/17/2017	-6.2	2.60	6.02	0.9	2.5	3.8	3.90	23.6	8.02	26.5	5.56	23.9	3.82	26.3	6.37	26.0	2.16	26.7	5.31	26.5	6.57	30.6	5.31	45.3	2.15	26.9	6.51	26.0	6.17	26.6	5.49	26.2	6.15	25.7	6.82	25.3
00:40 05/17/2017	-6.2	2.60	6.02	0.7	2.5	3.7	3.90	23.6	8.02	26.5	5.56	23.9	3.82	26.3	6.37	26.0	2.16	26.7	5.31	26.5	6.57	30.6	5.31	45.3	2.15	26.9	6.51	26.1	6.17	27.0	5.49	26.4	6.14	25.7	6.82	25.3
00:50 05/17/2017	-6.2	2.60	6.02	0.8	2.5	3.8	3.90	23.7	8.02	26.5	5.56	24.0	3.81	26.3	6.37	26.0	2.16	26.7	5.31	26.5	6.57	30.6	5.31	45.5	2.15	27.0	6.51	26.3	6.17	27.3	5.49	26.5	6.14	25.7	6.82	25.3
01:00 05/17/2017	-6.2	2.60	6.01	1.0	2.5	3.8	3.90	23.7	8.02	26.5	5.56	24.0	3.81	26.3	6.37	26.0	2.16	26.7	5.31	26.5	6.57	30.6	5.31	45.6	2.15	27.0	6.51	26.4	6.17	27.4	5.49	26.6	6.14	25.6	6.82	25.3
01:10 05/17/2017	-6.2	2.60	6.01	0.8	2.5	4.1	3.90	23.8	8.02	26.5	5.56	23.9	3.81	26.3	6.37	26.0	2.16	26.7	5.31	26.5	6.57	30.6	5.31	45.5	2.15	26.9	6.51	26.3	6.17	27.1	5.49	26.6	6.14	25.6	6.82	25.3
01:20 05/17/2017	-6.2	2.60	6.01	1.0	2.6	3.2	3.90	23.7	8.02	26.5	5.56	23.9	3.81	26.3	6.37	26.0	2.16	26.7	5.31	26.5	6.57	30.6	5.32	45.3	2.15	26.9	6.51	26.2	6.17	26.9	5.49	26.5	6.14	25.6	6.83	25.3
01:30 05/17/2017	-6.2	2.60	6.01	0.8	2.6	3.9	3.90	23.7	8.02	26.5	5.56	23.9	3.81	26.3	6.37	26.0	2.16	26.7	5.31	26.5	6.57	30.6	5.32	45.3	2.15	26.9	6.51	26.2	6.17	26.7	5.49	26.5	6.15	25.6	6.83	25.3
01:40 05/17/2017	-6.2	2.60	6.01	0.8	2.5	4.1	3.90	23.7	8.02	26.5	5.56	23.9	3.81	26.3	6.37	26.0	2.16	26.7	5.31	26.5	6.57	30.6	5.32	45.5	2.15	26.9	6.51	26.1	6.17	26.5	5.49	26.3	6.13	25.6	6.83	25.3
01:50 05/17/2017	-6.2	2.60	6.01	0.9	2.2	4.2	3.90	23.7	8.02	26.5	5.56	23.9	3.81	26.3	6.37	26.0	2.16	26.7	5.31	26.5	6.58	30.6	5.32	45.6	2.15	26.9	6.51	26.0	6.17	26.4	5.49	26.3	6.13	25.6	6.83	25.3
02:00 05/17/2017	-6.2	2.60	6.01	0.9	2.5	4.1	3.90	23.7	8.02	26.5	5.56	23.9	3.81	26.3	6.37	26.0	2.16	26.7	5.31	26.5	6.58	30.6	5.32	45.5	2.15	26.9	6.51	25.9	6.17	26.3	5.49	26.2	6.13	25.6	6.83	25.3
02:10 05/17/2017	-6.2	2.60	6.01	0.9	2.4	4.0	3.90	23.7	8.02	26.5	5.56	23.9	3.81	26.3	6.37	26.0	2.16	26.7	5.31	26.5	6.58	30.6	5.32	45.5	2.15	26.9	6.51	25.8	6.17	26.2	5.49	26.2	6.13	25.6	6.84	25.3
02:20 05/17/2017	-6.2	2.60	6.01	0.8	2.5	3.7	3.90	23.7	8.02	26.5	5.56	23.9	3.81	26.3	6.37	26.0	2.16	26.7	5.31	26.4	6.58	30.6	5.32	45.6	2.15	26.8	6.51	25.8	6.17	26.1	5.50	26.1	6.13	25.6	6.84	25.3
02:30 05/17/2017	-6.2	2.60	6.01	0.9	2.5	4.1	3.90	23.7	8.02	26.5	5.56	23.8	3.81	26.3	6.37	26.0	2.16	26.6	5.31	26.4	6.58	30.6	5.32	45.6	2.15	26.8	6.51	25.7	6.17	26.1	5.50	26.1	6.13	25.6	6.84	25.3
02:40 05/17/2017	-6.2	2.60	6.01	0.9	2.0	3.6	3.90	23.7	8.02	26.5	5.56	23.8	3.80	26.2	6.37	26.0	2.16	26.6	5.31	26.4	6.58	30.5	5.32	45.3	2.15	26.8	6.52	25.9	6.17	26.6	5.50	26.2	6.13	25.6	6.84	25.2
02:50 05/17/2017	-6.2	2.60	6.01	0.9	2.5	4.1	3.90	23.7	8.02	26.4	5.56	23.8	3.80	26.2	6.37	26.0	2.16	26.6	5.31	26.4	6.58	30.5	5.32	45.3	2.15	26.8	6.52	26.1	6.18	27.0	5.50	26.3	6.12	25.6	6.84	25.2
03:00 05/17/2017	-6.2	2.60	6.01	0.7	2.5	3.9	3.90	23.7	8.02	26.4	5.56	23.9	3.80	26.2	6.37	26.0	2.16	26.6	5.31	26.4	6.58	30.5	5.32	45.2	2.15	26.8	6.52	26.2	6.18	27.3	5.50	26.5	6.12	25.5	6.84	25.2
03:10 05/17/2017	-6.2	2.60	6.01	0.8	2.6	4.2	3.90	23.7	8.02	26.4	5.56	23.9	3.80	26.2	6.37	25.9	2.16	26.6	5.31	26.4	6.58	30.5	5.33	45.1	2.15	26.7	6.52	26.3	6.18	27.5	5.50	26.6	6.12	25.5	6.85	25.2
03:20 05/17/2017	-6.2	2.60	6.01	0.9	2.5	3.8	3.90	23.7	8.02	26.4	5.56	23.8	3.80	26.2	6.37	25.9	2.16	26.6	5.31	26.4	6.58	30.5	5.33	45.2	2.15	26.8	6.52	26.3	6.18	27.1	5.50	26.5	6.12	25.5	6.85	25.2
03:30 05/17/2017	-6.2	2.60	6.01	0.9	2.3	3.6	3.90	23.8	8.02	26.4	5.56	23.9	3.80	26.2	6.37	25.9	2.16	26.6	5.30	26.4	6.58	30.5	5.33	45.4	2.15	26.7	6.52	26.2	6.18	26.9	5.50	26.5	6.12	25.5	6.85	25.2
03:40 05/17/2017	-6.2	2.60	6.01	0.8	2.6	4.1	3.90	23.8	8.02	26.4	5.56	23.9	3.80	26.2	6.37	25.9	2.16	26.6	5.30	26.3	6.58	30.5	5.33	45.3	2.15	26.7	6.52	26.1	6.18	26.7	5.50	26.4	6.12	25.5	6.85	25.2
03:50 05/17/2017	-6.2	2.60	6.01	0.9	2.1	3.5	3.90	23.8	8.02	26.4	5.56	23.9	3.80	26.2	6.37	25.9	2.16	26.6	5.30	26.3	6.58	30.5	5.33	45.3	2.15	26.7	6.52	26.1	6.18	26.6	5.50	26.3	6.12	25.5	6.85	25.3
