Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;
21.06.17;11:08:10;1;0;0.1858;0.2123;0.1843;0.1750;0.1363;0.1877;0.2201;0.2049;0.1603;0.2848;0.3064;0.2672;0.2779;0.1804;0.2691;0.3270;0.2819;0.2490;0.348;0.307;0.310;0.370;0.245;0.302;0.327;0.273;0.356;
