Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;
21.06.17;11:01:44;1;0;0.2103;0.1995;0.1804;0.2098;0.1681;0.1667;0.1662;0.1961;0.1833;0.1789;0.4328;0.3324;0.3083;0.3564;0.2569;0.2892;0.2520;0.3539;0.2858;0.3039;0.514;0.400;0.415;0.411;0.345;0.424;0.340;0.446;0.358;0.411;
