Date;Time;No.;PAR;F1;F2;F3;Fm'1;Fm'2;Fm'3;Y(II)1;Y(II)2;Y(II)3;
21.06.17;19:53:41;1;0;0.1657;0.1990;0.1426;0.3490;0.3441;0.3044;0.525;0.422;0.531;
