Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;
21.06.17;19:55:27;1;0;0.1373;0.2025;0.1912;0.2299;0.1412;0.1716;0.1750;0.1873;0.1863;0.1843;0.3054;0.3691;0.3294;0.3877;0.3054;0.3525;0.3534;0.3623;0.3676;0.3387;0.551;0.452;0.420;0.407;0.538;0.513;0.505;0.483;0.493;0.456;
