Date;Time;No.;PAR;F1;F2;F3;F4;F5;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;
01.06.17;20:05:57;1;0;0.1618;0.1730;0.1843;0.1956;0.1907;0.3181;0.3887;0.3956;0.4025;0.4162;0.492;0.555;0.534;0.514;0.542;
