Date;Time;No.;PAR;F1;F2;F3;F4;F5;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;
01.06.17;19:55:52;1;0;0.1510;0.1686;0.1735;0.1735;0.1603;0.3152;0.3770;0.3794;0.3931;0.3348;0.521;0.553;0.543;0.559;0.521;
