Date;Time;No.;PAR;F1;F2;F3;Fm'1;Fm'2;Fm'3;Y(II)1;Y(II)2;Y(II)3;
01.06.17;19:58:11;1;0;0.1892;0.1971;0.1980;0.3142;0.3505;0.3422;0.398;0.438;0.421;
