Date;Time;No.;PAR;F1;F2;F3;F4;F5;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;
01.06.17;20:10:27;1;0;0.1343;0.1828;0.1917;0.1946;0.1951;0.3196;0.4093;0.4333;0.4299;0.4206;0.580;0.553;0.558;0.547;0.536;
