Date;Time;No.;PAR;F1;F2;F3;F4;Fm'1;Fm'2;Fm'3;Fm'4;Y(II)1;Y(II)2;Y(II)3;Y(II)4;
01.06.17;20:18:44;1;0;0.1686;0.1451;0.1735;0.1618;0.3657;0.3216;0.3873;0.3652;0.539;0.549;0.552;0.557;
