Date;Time;No.;PAR;F1;F2;F3;F4;F5;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;
01.06.17;19:37:26;1;0;0.1564;0.1804;0.1760;0.1868;0.1382;0.3490;0.3642;0.3681;0.4025;0.3064;0.552;0.505;0.522;0.536;0.549;
