Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;
01.06.17;19:14:51;1;0;0.2118;0.2167;0.1417;0.1922;0.2123;0.1833;0.3814;0.4010;0.2676;0.3716;0.4167;0.3485;0.445;0.460;0.471;0.483;0.491;0.474;
