Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;
01.06.17;19:11:33;1;0;0.1490;0.1657;0.1588;0.1412;0.1495;0.1588;0.1652;0.1471;0.2196;0.1230;0.1363;0.1436;0.2422;0.2868;0.2480;0.2505;0.2613;0.2779;0.2765;0.2343;0.3152;0.2069;0.2225;0.2343;0.385;0.422;0.360;0.436;0.428;0.429;0.402;0.372;0.303;0.405;0.388;0.387;
