Date;Time;No.;PAR;F1;F2;F3;F4;Fm'1;Fm'2;Fm'3;Fm'4;Y(II)1;Y(II)2;Y(II)3;Y(II)4;
08.06.17;19:29:31;1;0;0.1426;0.1623;0.1505;0.1676;0.3706;0.4015;0.3814;0.4392;0.615;0.596;0.605;0.618;
