Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;
26.06.17;19:51:06;1;0;0.1897;0.1387;0.1667;0.2265;0.1319;0.2039;0.2240;0.1794;0.2750;0.4887;0.1706;0.3034;0.153;0.227;0.394;0.537;0.227;0.328;
