Date;Time;No.;PAR;F1;F2;F3;F4;Fm'1;Fm'2;Fm'3;Fm'4;Y(II)1;Y(II)2;Y(II)3;Y(II)4;
26.06.17;20:14:00;1;0;0.1539;0.2044;0.1544;0.2225;0.1946;0.2882;0.1951;0.4078;0.209;0.291;0.209;0.454;
