Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;
26.06.17;20:31:30;1;0;0.2201;0.1868;0.1745;0.1461;0.1828;0.1564;0.2701;0.2147;0.2074;0.1696;0.2211;0.2902;0.185;0.130;0.158;0.139;0.173;0.461;
