Date;Time;No.;PAR;F1;F2;F3;F4;F5;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;
05.06.17;20:13:33;1;0;0.1956;0.2025;0.1588;0.1819;0.1377;0.4137;0.4289;0.3583;0.3951;0.3265;0.527;0.528;0.557;0.540;0.578;
