Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;
05.06.17;19:39:45;1;0;0.1819;0.1828;0.1672;0.1549;0.1328;0.1623;0.1892;0.1618;0.1794;0.1397;0.3804;0.3990;0.3828;0.3480;0.3029;0.3426;0.4127;0.3608;0.3985;0.3064;0.522;0.542;0.563;0.555;0.561;0.526;0.542;0.552;0.550;0.544;
