Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;
05.06.17;20:01:00;1;0;0.1578;0.2201;0.1789;0.1667;0.1779;0.1583;0.1647;0.1588;0.1696;0.1750;0.3520;0.4696;0.3931;0.4059;0.4221;0.3495;0.3892;0.3686;0.3848;0.3750;0.552;0.531;0.545;0.589;0.578;0.547;0.577;0.569;0.559;0.533;
