Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;
15.06.17;19:53:24;1;0;0.1912;0.2265;0.1740;0.1696;0.1485;0.2074;0.1917;0.1603;0.1917;0.1755;0.4515;0.4735;0.4255;0.4201;0.3544;0.4652;0.4098;0.4103;0.4299;0.4108;0.577;0.522;0.591;0.596;0.581;0.554;0.532;0.609;0.554;0.573;
