Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;
15.06.17;20:19:02;1;0;0.1657;0.1623;0.1730;0.1510;0.1603;0.1632;0.1319;0.1647;0.1613;0.3397;0.4093;0.4211;0.3809;0.3627;0.3912;0.3279;0.4049;0.3593;0.512;0.604;0.589;0.604;0.558;0.583;0.598;0.593;0.551;
