Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;
15.06.17;19:51:39;1;0;0.1623;0.2167;0.2127;0.1637;0.1750;0.1515;0.1789;0.2118;0.2221;0.1858;0.3676;0.4853;0.4417;0.4010;0.4059;0.3995;0.4225;0.4676;0.4422;0.4441;0.559;0.554;0.518;0.592;0.569;0.621;0.577;0.547;0.498;0.582;
