Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;
25.05.17;21:02:48;1;0;0.1598;0.1569;0.1475;0.1819;0.1647;0.2025;0.1623;0.1770;0.1534;0.4034;0.3824;0.3632;0.4417;0.3559;0.4235;0.3598;0.4162;0.3760;0.604;0.590;0.594;0.588;0.537;0.522;0.549;0.575;0.592;
